TID: 0067f23f1a7f0000, SID: 28, DID: 0, CID: 0, time stamp: 72, AID: 0, The ship created
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 44, time stamp: 20309, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 45, time stamp: 20349, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 54, time stamp: 20376, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 70, time stamp: 20435, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 141, time stamp: 20438, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 162, time stamp: 20549, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 100, time stamp: 20553, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 0, time stamp: 21111, AID: 1, The ship requested permission to dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 0, time stamp: 21119, AID: 2, The ship docked
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 0, time stamp: 21123, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 32, time stamp: 21128, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 51, time stamp: 21141, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 99, time stamp: 21281, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 129, time stamp: 21327, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 185, time stamp: 21353, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 36, time stamp: 21440, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 41, time stamp: 21528, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 0, time stamp: 22123, AID: 1, The ship requested permission to dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 0, time stamp: 22133, AID: 2, The ship docked
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 0, time stamp: 22140, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 102, time stamp: 22154, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 0, time stamp: 22143, AID: 1, The ship requested permission to dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 0, time stamp: 22174, AID: 2, The ship docked
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 0, time stamp: 22179, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 140, time stamp: 22184, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 113, time stamp: 22223, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 57, time stamp: 22259, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 136, time stamp: 22297, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 81, time stamp: 22327, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 120, time stamp: 22328, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 121, time stamp: 22361, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 213, time stamp: 22639, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 152, time stamp: 23350, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 48, time stamp: 23368, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 62, time stamp: 23404, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 66, time stamp: 23406, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 78, time stamp: 23432, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 135, time stamp: 23490, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 188, time stamp: 23495, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 124, time stamp: 23645, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 232, time stamp: 23651, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 0, time stamp: 24117, AID: 1, The ship requested permission to dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 0, time stamp: 24127, AID: 2, The ship docked
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 0, time stamp: 24136, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 0, time stamp: 24153, AID: 1, The ship requested permission to dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 0, time stamp: 24166, AID: 2, The ship docked
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 0, time stamp: 24173, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 83, time stamp: 24180, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 0, time stamp: 24120, AID: 1, The ship requested permission to dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 0, time stamp: 24190, AID: 2, The ship docked
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 0, time stamp: 24196, AID: 5, The ship requested permission to load cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 92, time stamp: 24205, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 80, time stamp: 24200, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 42, time stamp: 24218, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 235, time stamp: 24157, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 146, time stamp: 24338, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 156, time stamp: 24386, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 253, time stamp: 24409, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 46, time stamp: 24495, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 68, time stamp: 24618, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 0, time stamp: 25067, AID: 1, The ship requested permission to dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 0, time stamp: 25070, AID: 2, The ship docked
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 0, time stamp: 25073, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 155, time stamp: 25076, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 166, time stamp: 25210, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 176, time stamp: 25291, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 95, time stamp: 25314, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 174, time stamp: 25317, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 200, time stamp: 25354, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 199, time stamp: 25384, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 88, time stamp: 25408, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 168, time stamp: 25417, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 250, time stamp: 25712, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 0, time stamp: 26082, AID: 1, The ship requested permission to dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 0, time stamp: 26086, AID: 2, The ship docked
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 0, time stamp: 26090, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 103, time stamp: 26093, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 234, time stamp: 26410, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 76, time stamp: 26424, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 107, time stamp: 26461, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 108, time stamp: 26487, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 114, time stamp: 26499, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 171, time stamp: 26545, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 233, time stamp: 26551, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 212, time stamp: 26726, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 249, time stamp: 26755, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 0, time stamp: 27098, AID: 1, The ship requested permission to dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 0, time stamp: 27102, AID: 2, The ship docked
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 0, time stamp: 27105, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 172, time stamp: 27109, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 262, time stamp: 27215, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 128, time stamp: 27261, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 109, time stamp: 27279, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 115, time stamp: 27292, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 49, time stamp: 27321, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 173, time stamp: 27393, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 229, time stamp: 27443, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 270, time stamp: 27465, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 55, time stamp: 27551, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 89, time stamp: 27708, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 178, time stamp: 28170, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 181, time stamp: 28267, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 137, time stamp: 28370, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 222, time stamp: 28390, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 255, time stamp: 28413, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 240, time stamp: 28447, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 230, time stamp: 28436, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 191, time stamp: 28474, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 110, time stamp: 28500, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 294, time stamp: 28787, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 0, time stamp: 29110, AID: 1, The ship requested permission to dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 0, time stamp: 29120, AID: 2, The ship docked
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 0, time stamp: 29110, AID: 1, The ship requested permission to dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 0, time stamp: 29137, AID: 2, The ship docked
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 0, time stamp: 29129, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 0, time stamp: 29152, AID: 5, The ship requested permission to load cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 264, time stamp: 29166, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 148, time stamp: 29157, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 139, time stamp: 29185, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 272, time stamp: 29470, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 90, time stamp: 29482, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 142, time stamp: 29488, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 150, time stamp: 29543, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 203, time stamp: 29563, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 271, time stamp: 29595, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 197, time stamp: 29601, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 279, time stamp: 29815, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 261, time stamp: 29820, AID: 6, The ship loading cargo from the dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 0, time stamp: 30091, AID: 1, The ship requested permission to dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 0, time stamp: 30095, AID: 2, The ship docked
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 0, time stamp: 30098, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fe2a1a7f0000, SID: 11, DID: 3, CID: 61, time stamp: 30102, AID: 6, The ship loading cargo from the dock
TID: 00877e2c1a7f0000, SID: 60, DID: 0, CID: 218, time stamp: 30167, AID: 6, The ship loading cargo from the dock
TID: 00d7fe2e1a7f0000, SID: 4, DID: 4, CID: 285, time stamp: 30283, AID: 6, The ship loading cargo from the dock
TID: 00c77e2e1a7f0000, SID: 20, DID: 1, CID: 211, time stamp: 30317, AID: 6, The ship loading cargo from the dock
TID: 00b7fe2d1a7f0000, SID: 53, DID: 1, CID: 160, time stamp: 30382, AID: 6, The ship loading cargo from the dock
TID: 00077f301a7f0000, SID: 12, DID: 3, CID: 75, time stamp: 30394, AID: 6, The ship loading cargo from the dock
TID: 00277f311a7f0000, SID: 15, DID: 1, CID: 159, time stamp: 30388, AID: 6, The ship loading cargo from the dock
TID: 0097ff341a7f0000, SID: 55, DID: 0, CID: 219, time stamp: 30447, AID: 6, The ship loading cargo from the dock
TID: 0007f23c1a7f0000, SID: 22, DID: 2, CID: 256, time stamp: 30511, AID: 6, The ship loading cargo from the dock
TID: 00e77f371a7f0000, SID: 90, DID: 4, CID: 307, time stamp: 30537, AID: 6, The ship loading cargo from the dock
TID: 00f7ff371a7f0000, SID: 33, DID: 3, CID: 77, time stamp: 30606, AID: 6, The ship loading cargo from the dock
TID: 0027f23d1a7f0000, SID: 37, DID: 2, CID: 93, time stamp: 30802, AID: 6, The ship loading cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 0, time stamp: 31095, AID: 1, The ship requested permission to dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 0, time stamp: 31100, AID: 2, The ship docked
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 0, time stamp: 31104, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fe291a7f0000, SID: 57, DID: 1, CID: 161, time stamp: 31107, AID: 6, The ship loading cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 0, time stamp: 31135, AID: 1, The ship requested permission to dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 0, time stamp: 31142, AID: 2, The ship docked
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 0, time stamp: 31147, AID: 5, The ship requested permission to load cargo from the dock
TID: 00477e2a1a7f0000, SID: 41, DID: 3, CID: 94, time stamp: 31151, AID: 6, The ship loading cargo from the dock
TID: 00a77e2d1a7f0000, SID: 89, DID: 0, CID: 223, time stamp: 31230, AID: 6, The ship loading cargo from the dock
TID: 00e77e2f1a7f0000, SID: 82, DID: 0, CID: 231, time stamp: 31322, AID: 6, The ship loading cargo from the dock
TID: 00677f331a7f0000, SID: 48, DID: 1, CID: 169, time stamp: 31425, AID: 6, The ship loading cargo from the dock
TID: 00f7fe2f1a7f0000, SID: 18, DID: 0, CID: 243, time stamp: 31450, AID: 6, The ship loading cargo from the dock
TID: 0077ff331a7f0000, SID: 49, DID: 4, CID: 273, time stamp: 31504, AID: 6, The ship loading cargo from the dock
TID: 00877f341a7f0000, SID: 19, DID: 2, CID: 318, time stamp: 31509, AID: 6, The ship loading cargo from the dock
TID: 0017ff301a7f0000, SID: 6, DID: 4, CID: 286, time stamp: 31517, AID: 6, The ship loading cargo from the dock
TID: 0017723d1a7f0000, SID: 17, DID: 0, CID: 244, time stamp: 31529, AID: 6, The ship loading cargo from the dock
TID: 00d7ff361a7f0000, SID: 92, DID: 3, CID: 126, time stamp: 31575, AID: 6, The ship loading cargo from the dock
TID: 0067f23f1a7f0000, SID: 28, DID: 4, CID: 310, time stamp: 31862, AID: 6, The ship loading cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 0, time stamp: 32088, AID: 1, The ship requested permission to dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 0, time stamp: 32092, AID: 2, The ship docked
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 0, time stamp: 32096, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277e291a7f0000, SID: 29, DID: 4, CID: 300, time stamp: 32099, AID: 6, The ship loading cargo from the dock
TID: 0077fe2b1a7f0000, SID: 3, DID: 1, CID: 225, time stamp: 32228, AID: 6, The ship loading cargo from the dock
TID: 00677e2b1a7f0000, SID: 96, DID: 4, CID: 321, time stamp: 32234, AID: 6, The ship loading cargo from the dock
TID: 0097fe2c1a7f0000, SID: 36, DID: 1, CID: 194, time stamp: 32259, AID: 6, The ship loading cargo from the dock
TID: 0057ff321a7f0000, SID: 72, DID: 0, CID: 289, time stamp: 32527, AID: 6, The ship loading cargo from the dock
TID: 00477f321a7f0000, SID: 74, DID: 2, CID: 106, time stamp: 32540, AID: 6, The ship loading cargo from the dock
TID: 00b7ff351a7f0000, SID: 64, DID: 1, CID: 192, time stamp: 32546, AID: 6, The ship loading cargo from the dock
TID: 00c77f361a7f0000, SID: 23, DID: 1, CID: 196, time stamp: 32599, AID: 6, The ship loading cargo from the dock
TID: 0037ff311a7f0000, SID: 94, DID: 1, CID: 228, time stamp: 32620, AID: 6, The ship loading cargo from the dock
TID: 0057723f1a7f0000, SID: 84, DID: 0, CID: 247, time stamp: 32657, AID: 6, The ship loading cargo from the dock
TID: 00a77f351a7f0000, SID: 73, DID: 4, CID: 339, time stamp: 32688, AID: 6, The ship loading cargo from the dock
TID: 0047f23e1a7f0000, SID: 0, DID: 4, CID: 353, time stamp: 32874, AID: 6, The ship loading cargo from the dock
TID: 0037723e1a7f0000, SID: 95, DID: 4, CID: 332, time stamp: 32912, AID: 6, The ship loading cargo from the dock
